repo_name,pr_number,author,reviewers_requested,opened_at,merged_at,closed_at
vue-element-admin,27,kathu,anthonywu,2024-04-22 15:10:58,,
vue-element-admin,28,furkanonder,guzart;caleboleary,2024-01-05 15:10:58,2024-01-18 09:10:58,2024-01-18 09:10:58
vue-element-admin,29,numist,,2024-01-06 15:10:58,2024-01-18 18:10:58,2024-01-18 18:10:58
vue-element-admin,30,kangmingtay,willbarrett;shogohida;ilkerkesen,2023-12-29 15:10:58,,
whisper,1,chrishiestand,anthony81799,2024-04-20 15:10:58,,
whisper,2,fcFn,guerra08;sa7mon;mturoci,2023-12-27 15:10:58,,2023-12-28 18:10:58
whisper,3,bcoe,noebrito;CollierTR;caaatisgood,2024-01-26 15:10:58,,
whisper,4,mateoradman,heetvachhani;seanluong;mattiadevivo,2024-01-30 15:10:58,,
whisper,5,gwezerek,tomasr8;SimonWaldherr;Samuel-de-Oliveira,2024-12-06 15:10:58,2024-12-27 17:10:58,2024-12-27 17:10:58
whisper,6,T1rth1,adeverteuil;FortyGazelle700,2025-10-29 15:10:58,,
whisper,7,birrejan,ScottBrenner,2024-01-28 15:10:58,2024-02-13 09:10:58,2024-02-13 09:10:58
whisper,8,jmelot,akestner;dylanbstorey,2024-10-25 15:10:58,,
whisper,9,interven,stanleycyang;frgfm,2024-03-26 15:10:58,2024-03-27 23:10:58,2024-03-27 23:10:58
whisper,10,sheepix,tmott13;ydshieh,2024-11-13 15:10:58,2024-11-25 02:10:58,2024-11-25 02:10:58
v2rayN,1,KilianB,bronson;sunnylost;yulimchen,2025-04-12 15:10:58,2025-04-27 17:10:58,2025-04-27 17:10:58
v2rayN,2,magicmark,Flusinerd,2025-06-15 15:10:58,2025-07-02 08:10:58,2025-07-02 08:10:58
v2rayN,3,iTaybb,,2024-11-15 15:10:58,,
v2rayN,4,arpitjain099,girdharagrawalbro;orbitcowboy,2023-12-03 15:10:58,2023-12-11 15:10:58,2023-12-11 15:10:58
v2rayN,5,yevhenii-sir,sbucaille;Agent-JY;metalmatze,2025-05-11 15:10:58,2025-05-28 21:10:58,2025-05-28 21:10:58
v2rayN,6,PetrovKP,Agent-JY,2024-05-05 15:10:58,2024-05-10 00:10:58,2024-05-10 00:10:58
v2rayN,7,chrishelgert,,2024-04-04 15:10:58,,
v2rayN,8,MrUprizing,ianstormtaylor;PingXie,2024-06-15 15:10:58,2024-07-02 03:10:58,2024-07-02 03:10:58
v2rayN,9,diced,afgomez;MitchellCash,2023-12-03 15:10:58,2023-12-14 19:10:58,2023-12-14 19:10:58
v2rayN,10,CodeZeno,gnesher,2024-01-25 15:10:58,2024-02-23 11:10:58,2024-02-23 11:10:58
v2rayN,11,alexandru-paduraru,karmi;kevinmichaelchen;hishope,2025-09-11 15:10:58,2025-10-03 22:10:58,2025-10-03 22:10:58
v2rayN,12,MrZammler,heyarviind,2025-09-21 15:10:58,2025-10-07 04:10:58,2025-10-07 04:10:58
v2rayN,13,caoyanfei94,lacker;Cistroncoder,2025-01-02 15:10:58,,
v2rayN,14,abhinavs,t1st3;seaniedan,2025-07-12 15:10:58,2025-07-20 01:10:58,2025-07-20 01:10:58
v2rayN,15,denniswiemer,pavelfeldman,2024-06-29 15:10:58,,2024-07-09 19:10:58
v2rayN,16,pawelmysior,vinta;outdead,2024-02-02 15:10:58,2024-02-09 01:10:58,2024-02-09 01:10:58
nvm,1,mac-cain13,,2025-09-23 15:10:58,,2025-10-01 05:10:58
nvm,2,michaldudak,,2023-11-17 15:10:58,,
nvm,3,Hyperparticle,,2024-02-18 15:10:58,2024-03-10 01:10:58,2024-03-10 01:10:58
nvm,4,dragstor,maheshj01;Eagle3386,2024-05-21 15:10:58,2024-06-07 19:10:58,2024-06-07 19:10:58
nvm,5,markerikson,hizzely;ianychoi,2024-08-29 15:10:58,,2024-09-12 12:10:58
nvm,6,letmehateu,harisheoran;montanarograziano;zeckson,2024-12-28 15:10:58,,2025-01-03 13:10:58
nvm,7,MaaniGhaffari,tekezo;qarmin,2023-12-14 15:10:58,2024-01-06 18:10:58,2024-01-06 18:10:58
nvm,8,kateinoigakukun,jnizet;jameskeane;tkaczmarzyk,2024-02-09 15:10:58,2024-02-17 06:10:58,2024-02-17 06:10:58
nvm,9,ADITYA-176,,2025-08-06 15:10:58,,
nvm,10,dbismut,,2025-06-12 15:10:58,2025-06-14 08:10:58,2025-06-14 08:10:58
nvm,11,yazver,RumasorengFadil;dzhlobo,2025-03-08 15:10:58,2025-03-11 18:10:58,2025-03-11 18:10:58
nvm,12,DBowen33,,2024-11-30 15:10:58,2024-12-03 14:10:58,2024-12-03 14:10:58
nvm,13,dspinellis,paddy-exe;Shamus03,2025-09-25 15:10:58,,2025-10-22 16:10:58
nvm,14,hugomrdias,forsethc,2025-07-19 15:10:58,2025-08-01 14:10:58,2025-08-01 14:10:58
nvm,15,arfanliaqat,michelengelen;agronick;ckanthony,2024-06-14 15:10:58,2024-07-05 23:10:58,2024-07-05 23:10:58
nvm,16,rowan-m,9renpoto;joakimnordling;scoder,2025-01-03 15:10:58,,
nvm,17,NolanChan,,2025-06-19 15:10:58,2025-07-11 15:10:58,2025-07-11 15:10:58
nvm,18,mateusz-wierzbicki,nathanhammond;lablnet,2024-05-09 15:10:58,2024-05-17 01:10:58,2024-05-17 01:10:58
nvm,19,keitaito,JonAbrams,2025-08-26 15:10:58,2025-09-04 04:10:58,2025-09-04 04:10:58
nvm,20,0xtonyxia,,2024-01-27 15:10:58,2024-02-23 07:10:58,2024-02-23 07:10:58
nvm,21,GuyKh,warrenm;gautamk;dnicolson,2024-05-15 15:10:58,2024-06-02 09:10:58,2024-06-02 09:10:58
nvm,22,lifeeric,lfades,2024-04-11 15:10:58,,
nvm,23,renemadsen,,2024-05-02 15:10:58,,2024-05-22 18:10:58
llama.cpp,1,jeffheaton,,2023-12-18 15:10:58,,
llama.cpp,2,ji-huazhong,AnuthaDev,2024-06-25 15:10:58,,
llama.cpp,3,lczerniawski,akshayvkt;AlirezaEbrahimkhani,2024-04-02 15:10:58,2024-04-23 07:10:58,2024-04-23 07:10:58
llama.cpp,4,johncarmack1984,Zac10ck,2025-09-26 15:10:58,2025-10-02 17:10:58,2025-10-02 17:10:58
llama.cpp,5,mcdee,TheDude53;wolfv;mrkstwrt,2025-02-25 15:10:58,2025-03-14 09:10:58,2025-03-14 09:10:58
llama.cpp,6,graben,hyeshik,2024-08-05 15:10:58,,2024-09-02 04:10:58
llama.cpp,7,efriis,,2024-07-18 15:10:58,,2024-07-27 03:10:58
llama.cpp,8,rhettinger,dieterichlawson,2023-12-28 15:10:58,2023-12-29 21:10:58,2023-12-29 21:10:58
llama.cpp,9,csarron,maxatome,2024-03-18 15:10:58,2024-04-05 05:10:58,2024-04-05 05:10:58
llama.cpp,10,Caerbannog,leonardovillela;geofft;jeremiah,2025-08-13 15:10:58,2025-08-23 17:10:58,2025-08-23 17:10:58
llama.cpp,11,eriawan,ArmaanAS,2023-12-31 15:10:58,2024-01-30 15:10:58,2024-01-30 15:10:58
llama.cpp,12,Bas950,yazan-abdalrahman,2024-04-08 15:10:58,,2024-04-20 01:10:58
llama.cpp,13,fqd511,dbenson24;adem4ik;deepakchethan,2024-06-12 15:10:58,,2024-06-19 13:10:58
llama.cpp,14,leconio,vcvpaiva,2024-03-24 15:10:58,2024-04-04 19:10:58,2024-04-04 19:10:58
llama.cpp,15,fabianocouto,ityler;ClintH;jorgbrown,2025-07-02 15:10:58,,2025-07-21 17:10:58
llama.cpp,16,de1ay,sashkab,2025-05-04 15:10:58,,
llama.cpp,17,bugron,affandes,2024-11-24 15:10:58,,2024-12-23 02:10:58
llama.cpp,18,gaauwe,rosslagerwall;rayshan;caramelmelmel,2024-06-14 15:10:58,2024-06-20 13:10:58,2024-06-20 13:10:58
llama.cpp,19,a-stewart,CodeByZack,2023-12-08 15:10:58,2023-12-14 09:10:58,2023-12-14 09:10:58
llama.cpp,20,rstacruz,,2024-04-16 15:10:58,2024-04-24 01:10:58,2024-04-24 01:10:58
llama.cpp,21,abhilashmnair,sousaakira;DavertMik,2024-06-16 15:10:58,,
llama.cpp,22,jbednar,Jaswir;p12tic;timeyoutakeit,2023-11-20 15:10:58,2023-12-19 03:10:58,2023-12-19 03:10:58
llama.cpp,23,honzi,namoscato,2024-04-30 15:10:58,,
llama.cpp,24,kerbalwzy,,2025-04-06 15:10:58,2025-04-18 12:10:58,2025-04-18 12:10:58
llama.cpp,25,Dub1shu,minchopaskal;RGirish;jarlebring,2024-03-21 15:10:58,,2024-03-26 08:10:58
llama.cpp,26,LFDM,fujitatomoya;duncanleung,2024-03-24 15:10:58,2024-03-25 15:10:58,2024-03-25 15:10:58
llama.cpp,27,lgraubner,MarcO-79,2024-03-08 15:10:58,2024-04-05 23:10:58,2024-04-05 23:10:58
llama.cpp,28,tyao1,tsuliuchao;AlanPieczonka,2025-01-19 15:10:58,2025-01-22 02:10:58,2025-01-22 02:10:58
llama.cpp,29,JayaramRangaraj,canardleteer;andres-mancera;botv,2023-11-26 15:10:58,,
llama.cpp,30,passy,,2025-06-03 15:10:58,,
llama.cpp,31,Myeongjoon,NureddinFarzaliyev,2025-05-27 15:10:58,2025-06-05 12:10:58,2025-06-05 12:10:58
llama.cpp,32,RonaldColyar,dmitmel;SlyEcho;sivasathyaseeelan,2023-12-23 15:10:58,2023-12-25 22:10:58,2023-12-25 22:10:58
llama.cpp,33,kissge,,2025-07-03 15:10:58,,2025-07-19 23:10:58
llama.cpp,34,aaly00,SBrandeis,2025-09-17 15:10:58,2025-10-14 00:10:58,2025-10-14 00:10:58
llama.cpp,35,chardigio,RS-labhub,2024-11-12 15:10:58,,
llama.cpp,36,os1ma,ap9035,2025-03-24 15:10:58,2025-04-06 04:10:58,2025-04-06 04:10:58
llama.cpp,37,Myestery,guilhermefelipecgs;abhi12299;WillTheDeveloper,2025-10-16 15:10:58,2025-11-05 02:10:58,2025-11-05 02:10:58
llama.cpp,38,cirospaciari,,2025-05-29 15:10:58,2025-06-06 04:10:58,2025-06-06 04:10:58
storybook,1,excho0,,2024-04-06 15:10:58,,
storybook,2,oneTaken,fire,2025-10-21 15:10:58,2025-10-27 09:10:58,2025-10-27 09:10:58
storybook,3,DCzajkowski,QizhengMo;Thakay,2025-10-12 15:10:58,2025-11-11 13:10:58,2025-11-11 13:10:58
storybook,4,TahaHaksal,Abhishek01039;StewMcc;Michael137,2023-12-29 15:10:58,2024-01-07 19:10:58,2024-01-07 19:10:58
storybook,5,Vrturo,irfan-dahir;pynezz;flv12,2024-07-22 15:10:58,2024-07-28 17:10:58,2024-07-28 17:10:58
storybook,6,jellekralt,connorads;mihhail-lapushkin;taylankasap,2024-04-25 15:10:58,2024-05-12 04:10:58,2024-05-12 04:10:58
storybook,7,seanjsong,lel-amri,2025-10-02 15:10:58,2025-10-05 20:10:58,2025-10-05 20:10:58
storybook,8,ianstormtaylor,dmlambea,2025-09-04 15:10:58,,
storybook,9,bartchr808,FabianLauer;yusufcanb,2024-06-26 15:10:58,,2024-07-20 10:10:58
storybook,10,nektro,,2025-05-12 15:10:58,2025-05-31 13:10:58,2025-05-31 13:10:58
app-ideas,1,dhirajgagrai,,2024-09-02 15:10:58,2024-09-08 05:10:58,2024-09-08 05:10:58
app-ideas,2,kivvi3412,,2024-11-13 15:10:58,2024-11-24 19:10:58,2024-11-24 19:10:58
app-ideas,3,orbitcowboy,,2025-03-16 15:10:58,2025-03-18 01:10:58,2025-03-18 01:10:58
app-ideas,4,Steindvart,,2025-10-12 15:10:58,,2025-10-29 23:10:58
app-ideas,5,ywryoo,iam-rohid;RicoTrevisan;tmandry,2024-01-31 15:10:58,,2024-02-16 11:10:58
app-ideas,6,mandaputtra,jhawkins11;Alex1607,2024-08-20 15:10:58,2024-08-31 04:10:58,2024-08-31 04:10:58
app-ideas,7,vincentbernat,,2025-06-11 15:10:58,,2025-07-01 08:10:58
app-ideas,8,GustavoASC,,2025-09-14 15:10:58,2025-09-19 17:10:58,2025-09-19 17:10:58
app-ideas,9,Tinhomagri,linghuam,2024-09-02 15:10:58,,2024-09-06 22:10:58
app-ideas,10,andrew-epstein,michaelficarra;CodeWithUma,2024-06-16 15:10:58,2024-07-04 17:10:58,2024-07-04 17:10:58
app-ideas,11,bclozel,,2024-05-18 15:10:58,2024-06-16 06:10:58,2024-06-16 06:10:58
app-ideas,12,Yiddishe-Kop,,2025-05-31 15:10:58,2025-06-05 06:10:58,2025-06-05 06:10:58
app-ideas,13,hdeadman,,2024-07-12 15:10:58,2024-07-21 00:10:58,2024-07-21 00:10:58
app-ideas,14,ndreas,dagelf;twitharshil;bogdanjsx,2024-07-13 15:10:58,2024-07-27 20:10:58,2024-07-27 20:10:58
app-ideas,15,ARYASINGHBJC,arturovt;srivatsj,2025-01-20 15:10:58,,
app-ideas,16,npiyush97,jspark1105,2025-05-03 15:10:58,2025-05-12 01:10:58,2025-05-12 01:10:58
app-ideas,17,jaredly,Pierrci;consvc;aramova,2024-05-07 15:10:58,,2024-05-26 17:10:58
app-ideas,18,cwray-tech,daikiojm;dims;jrief,2025-09-29 15:10:58,2025-10-04 19:10:58,2025-10-04 19:10:58
app-ideas,19,ogawa0071,aqt01,2025-04-07 15:10:58,,
app-ideas,20,wlbr,SataQiu;antonyalkmim;jhsu,2024-08-08 15:10:58,2024-08-12 00:10:58,2024-08-12 00:10:58
app-ideas,21,coraxx,,2024-05-10 15:10:58,,2024-05-16 13:10:58
app-ideas,22,snowme34,,2025-09-01 15:10:58,,2025-09-18 20:10:58
app-ideas,23,lancejpollard,,2024-12-15 15:10:58,2025-01-11 09:10:58,2025-01-11 09:10:58
app-ideas,24,P1n3appl3,,2025-07-02 15:10:58,,2025-07-21 17:10:58
app-ideas,25,liubin,fveronezipeters;bborn;SaptarshiSarkar12,2025-10-09 15:10:58,2025-11-03 15:10:58,2025-11-03 15:10:58
app-ideas,26,gaius-qi,,2024-04-01 15:10:58,2024-04-26 03:10:58,2024-04-26 03:10:58
app-ideas,27,evansb,viirya,2023-11-05 15:10:58,2023-11-19 04:10:58,2023-11-19 04:10:58
app-ideas,28,ValeraS,lfx;elsbrock,2024-06-03 15:10:58,2024-06-28 19:10:58,2024-06-28 19:10:58
app-ideas,29,chayim,wuweijian1997;ericdachen;ishandutta2007,2024-06-12 15:10:58,2024-07-10 07:10:58,2024-07-10 07:10:58
app-ideas,30,Samk13,tasnim0tantawi;aBurmeseDev;jakakonda,2025-06-28 15:10:58,,
app-ideas,31,erolg,packtpartner;tronikelis,2024-10-03 15:10:58,2024-10-10 00:10:58,2024-10-10 00:10:58
app-ideas,32,JeremyRubin,jaamaalxyz;andrewtoth,2024-06-25 15:10:58,2024-07-06 06:10:58,2024-07-06 06:10:58
gin,1,hiowenluke,hristo2612;mariosasko,2025-03-28 15:10:58,2025-04-22 12:10:58,2025-04-22 12:10:58
gin,2,lfx,mattkae;dylanbhughes;DYPIXY,2025-02-01 15:10:58,2025-02-20 01:10:58,2025-02-20 01:10:58
gin,3,jadb,s-Nick,2025-09-07 15:10:58,,
gin,4,olagokemills,gfvcastro,2025-07-30 15:10:58,,
gin,5,halilcakar,slocoro,2023-12-18 15:10:58,2024-01-14 13:10:58,2024-01-14 13:10:58
gin,6,anastasiuspernat,,2025-03-03 15:10:58,,2025-04-01 20:10:58
gin,7,haoranzhang929,,2025-08-05 15:10:58,,
gin,8,sagirk,notatallshaw;k4rtik,2025-09-28 15:10:58,,2025-10-21 23:10:58
gin,9,howardjohn,lastorset;azich,2025-05-18 15:10:58,2025-06-06 22:10:58,2025-06-06 22:10:58
gin,10,jameslahm,Aldairg97,2024-08-05 15:10:58,2024-08-24 08:10:58,2024-08-24 08:10:58
gin,11,JefMari,friendlymatthew,2025-10-03 15:10:58,2025-10-26 17:10:58,2025-10-26 17:10:58
gin,12,mammadyahyayev,yazan-abdalrahman;francois2metz;fcarriedo,2025-07-26 15:10:58,,2025-08-03 17:10:58
gin,13,gogasca,,2024-12-27 15:10:58,,
gin,14,muuvmuuv,,2025-05-21 15:10:58,,
gin,15,eradman,eriestrisnadi;uschindler,2023-12-13 15:10:58,,
gin,16,prisar,valeriemettler,2024-09-23 15:10:58,,
bitcoin,1,LukvonStrom,,2025-01-29 15:10:58,2025-02-23 18:10:58,2025-02-23 18:10:58
bitcoin,2,BlakeGuilloud,,2025-02-07 15:10:58,,2025-03-04 10:10:58
bitcoin,3,rayshan,namosuke;abarth,2024-06-10 15:10:58,,2024-06-18 05:10:58
bitcoin,4,flexchar,jarlef,2024-10-08 15:10:58,,2024-10-13 05:10:58
bitcoin,5,mxdvl,Pierrci;jeremyscatigna;mkopecki,2025-09-13 15:10:58,,
bitcoin,6,gonbaum,DanielTimLee;bicarlsen,2024-10-02 15:10:58,,2024-10-13 23:10:58
bitcoin,7,todestoast,cstockton;ericselin,2024-12-14 15:10:58,,2024-12-17 10:10:58
bitcoin,8,Erfaniaa,madnight,2024-11-17 15:10:58,2024-12-04 03:10:58,2024-12-04 03:10:58
bitcoin,9,alexmavr,vishal-sharma-369;XiNiHa,2025-02-23 15:10:58,,
bitcoin,10,cola119,marcusviniciusg03dev,2024-06-02 15:10:58,,2024-06-14 00:10:58
bitcoin,11,elvinagam,cluzier,2025-09-17 15:10:58,,
bitcoin,12,yuhang-dong,CharlessLi;viralparmarme,2025-05-28 15:10:58,,
bitcoin,13,szroland,,2024-08-20 15:10:58,2024-09-16 06:10:58,2024-09-16 06:10:58
bitcoin,14,mhujer,Kraizan;FrozenHearth,2025-07-06 15:10:58,2025-07-21 22:10:58,2025-07-21 22:10:58
bitcoin,15,leo,EnbyAce;palenshus;quanyang,2024-06-30 15:10:58,,
bitcoin,16,OpenCode,LarryBattle;mkhludnev,2025-09-15 15:10:58,2025-09-29 08:10:58,2025-09-29 08:10:58
bitcoin,17,jspark1105,oiorain;rodrigograca31,2025-05-13 15:10:58,2025-05-25 13:10:58,2025-05-25 13:10:58
bitcoin,18,sergei-maertens,fujita-h,2025-06-24 15:10:58,2025-07-12 23:10:58,2025-07-12 23:10:58
bitcoin,19,zxzinn,,2025-04-15 15:10:58,2025-04-27 08:10:58,2025-04-27 08:10:58
bitcoin,20,shynekomaid,VirrageS;lesleh;dm4,2024-06-21 15:10:58,2024-07-13 16:10:58,2024-07-13 16:10:58
bitcoin,21,MattieBelt,naruaway;alexandregz,2024-03-22 15:10:58,2024-04-14 23:10:58,2024-04-14 23:10:58
bitcoin,22,titaiwangms,JonahKK;Ajay-2005;AD7six,2025-01-24 15:10:58,2025-02-12 13:10:58,2025-02-12 13:10:58
bitcoin,23,mookkiah,,2025-03-12 15:10:58,2025-04-08 05:10:58,2025-04-08 05:10:58
bitcoin,24,caoyanfei94,CN-P5;dmitrysulman;alea12,2024-02-06 15:10:58,,2024-03-07 11:10:58
bitcoin,25,maitbayev,lht;ogre-yoga;AlexandreBouffard,2024-03-28 15:10:58,2024-04-27 01:10:58,2024-04-27 01:10:58
bitcoin,26,ttous,izerozlu;Javesun99,2024-12-12 15:10:58,2024-12-17 09:10:58,2024-12-17 09:10:58
bitcoin,27,abhijithvijayan,NightFeather0615,2024-02-24 15:10:58,,2024-02-27 03:10:58
bitcoin,28,kapunahelewong,mooijtech,2024-10-04 15:10:58,2024-10-19 15:10:58,2024-10-19 15:10:58
bitcoin,29,andrewkolos,ninsuo;tjunnone;amuraru,2025-08-27 15:10:58,,2025-09-22 02:10:58
bitcoin,30,ScriptedAlchemy,JsonFreeman;gkorland;elianiva,2023-11-03 15:10:58,2023-11-07 22:10:58,2023-11-07 22:10:58
bitcoin,31,romulogarofalo,nicktindall;munkhoff,2024-10-06 15:10:58,,
bitcoin,32,ajoneshs,,2025-10-04 15:10:58,2025-10-10 11:10:58,2025-10-10 11:10:58
bitcoin,33,rmedranollamas,aphedges;joamag,2025-01-02 15:10:58,,
bitcoin,34,chrox,djdeath;truthdoug,2024-02-09 15:10:58,,
bitcoin,35,BennyKok,atusy;jinliangwei;nwwells,2024-08-09 15:10:58,2024-08-16 13:10:58,2024-08-16 13:10:58
bitcoin,36,jackpot51,ShayBox;bob-watson,2024-06-15 15:10:58,,
bitcoin,37,paddy-exe,,2024-03-24 15:10:58,,
bitcoin,38,wesleywiser,jupj;timendum,2024-05-29 15:10:58,2024-06-16 19:10:58,2024-06-16 19:10:58
bitcoin,39,mlaurencin,zhouya0;Gregoirevda,2024-10-04 15:10:58,2024-10-31 16:10:58,2024-10-31 16:10:58
bitcoin,40,DimitryAndric,reduz;alvesvaren;abhikulshrestha22,2025-09-04 15:10:58,2025-09-21 14:10:58,2025-09-21 14:10:58
bitcoin,41,jameelmoses,anhzf;bistacos,2025-10-20 15:10:58,,
bitcoin,42,k33g,eddiemonge,2025-05-03 15:10:58,2025-05-16 05:10:58,2025-05-16 05:10:58
bitcoin,43,jonathanong,olivMertens;vkd;Tyill,2023-12-27 15:10:58,,
bitcoin,44,JakobDegen,davidmartos96;pikeas;KnisterPeter,2024-02-10 15:10:58,2024-02-27 07:10:58,2024-02-27 07:10:58
bitcoin,45,diogocampos,,2025-05-01 15:10:58,2025-05-05 22:10:58,2025-05-05 22:10:58
bitcoin,46,RumasorengFadil,luccasparoni;Rutorai,2024-01-14 15:10:58,,
bitcoin,47,maciejczyzewski,,2024-04-28 15:10:58,,2024-05-03 06:10:58
NextChat,1,flying-sheep,edebernis;kagxin;salvo-polizzi,2024-04-05 15:10:58,2024-04-14 00:10:58,2024-04-14 00:10:58
NextChat,2,soerenuhrbach,iksteen;prateekiiest,2025-01-23 15:10:58,,
NextChat,3,DeathMetalCoder,greycodee;Carter907;ancyrweb,2024-08-20 15:10:58,2024-08-26 22:10:58,2024-08-26 22:10:58
NextChat,4,doolijb,,2025-04-04 15:10:58,,2025-04-14 10:10:58
NextChat,5,DanielKinsman,MoonRide303,2024-11-09 15:10:58,,
NextChat,6,FrederichCheng,,2024-07-14 15:10:58,2024-08-10 18:10:58,2024-08-10 18:10:58
NextChat,7,sammyhass,colinbate;Benjamin-Loison,2024-12-16 15:10:58,2024-12-21 22:10:58,2024-12-21 22:10:58
NextChat,8,ceifa,mirkenstein;andrewseguin,2025-01-28 15:10:58,,2025-01-30 00:10:58
NextChat,9,piosz,allenzhou101;imskyleen,2025-01-10 15:10:58,,
NextChat,10,Jummit,igorrCarvalho,2025-08-12 15:10:58,2025-08-18 15:10:58,2025-08-18 15:10:58
NextChat,11,vcaesar,mbostock;mac-cain13;mvsimhareddy,2024-02-08 15:10:58,,
NextChat,12,timagixe,,2024-07-25 15:10:58,,
NextChat,13,TristonianJones,tjhosford;ctjlewis;sofianguy,2023-12-19 15:10:58,2024-01-16 04:10:58,2024-01-16 04:10:58
NextChat,14,pengooseDev,ProGamerGov,2025-04-16 15:10:58,,
NextChat,15,jmechnich,yrsdi,2024-06-30 15:10:58,2024-07-01 04:10:58,2024-07-01 04:10:58
NextChat,16,nkstonks,alexandrubau;wfjsw;serathius,2024-11-27 15:10:58,,2024-11-29 01:10:58
NextChat,17,akr2002,Antonio476587,2024-04-19 15:10:58,2024-05-01 01:10:58,2024-05-01 01:10:58
NextChat,18,donavon,masterots,2025-10-17 15:10:58,2025-11-16 12:10:58,2025-11-16 12:10:58
NextChat,19,tebriel,,2024-09-19 15:10:58,,
NextChat,20,johnhunter,H4tch;harryterkelsen,2024-08-20 15:10:58,2024-08-28 00:10:58,2024-08-28 00:10:58
NextChat,21,danwinship,yadutaf;aviflax,2025-02-04 15:10:58,2025-02-22 21:10:58,2025-02-22 21:10:58
NextChat,22,ThomasK33,khdlr,2024-10-24 15:10:58,2024-11-13 22:10:58,2024-11-13 22:10:58
NextChat,23,void-mAlex,,2025-10-14 15:10:58,2025-10-24 22:10:58,2025-10-24 22:10:58
NextChat,24,chsigg,zxbodya;thedodobird2;bdentino,2025-02-10 15:10:58,,
NextChat,25,jiayao,kamcpp;frozar;mogul,2025-05-24 15:10:58,2025-06-06 17:10:58,2025-06-06 17:10:58
NextChat,26,collinmsn,yinggaozhen,2025-07-14 15:10:58,2025-08-02 20:10:58,2025-08-02 20:10:58
NextChat,27,pohly,carlos-zamora;IvanReznikov;nicoe,2024-02-25 15:10:58,,
NextChat,28,red0xff,craSH;maxehnert,2025-06-16 15:10:58,2025-07-10 10:10:58,2025-07-10 10:10:58
NextChat,29,sweetkane,sbhavani;jpaquim;obairka,2025-02-28 15:10:58,2025-03-07 02:10:58,2025-03-07 02:10:58
NextChat,30,chx9,gstark;mrwd2009;andreas-jonsson,2024-03-28 15:10:58,2024-04-05 00:10:58,2024-04-05 00:10:58
NextChat,31,netmilk,yikaicao,2025-06-02 15:10:58,2025-06-04 13:10:58,2025-06-04 13:10:58
NextChat,32,sabas,napatotl,2025-05-03 15:10:58,2025-05-04 08:10:58,2025-05-04 08:10:58
NextChat,33,stepnov,spikegrobstein;zocterminal;sparkleholic,2025-07-04 15:10:58,,2025-07-05 22:10:58
NextChat,34,jamestwebber,lckarssen;jpsca;thombergs,2025-08-05 15:10:58,2025-08-13 17:10:58,2025-08-13 17:10:58
NextChat,35,castrolol,,2025-01-07 15:10:58,2025-01-17 16:10:58,2025-01-17 16:10:58
NextChat,36,magurotuna,Ahmetemintek,2025-08-03 15:10:58,2025-08-24 06:10:58,2025-08-24 06:10:58
NextChat,37,ntnz,gekitsuu,2024-12-11 15:10:58,2024-12-29 02:10:58,2024-12-29 02:10:58
NextChat,38,MostAwesomeDude,,2025-09-24 15:10:58,2025-10-03 03:10:58,2025-10-03 03:10:58
NextChat,39,konhi,dsblank;himanshurajora;Sushants-Git,2025-01-17 15:10:58,,2025-02-11 18:10:58
NextChat,40,leits,,2024-11-24 15:10:58,2024-12-24 01:10:58,2024-12-24 01:10:58
NextChat,41,NghiaTranUIT,bobrik;chenshuai2144;mickykebe,2025-01-27 15:10:58,2025-01-30 19:10:58,2025-01-30 19:10:58
NextChat,42,leomurillo,breadadams;nickuraltsev;ninadingole,2023-11-04 15:10:58,2023-11-14 06:10:58,2023-11-14 06:10:58
django,1,scottbedard,Polda18;matthewfallshaw,2024-02-09 15:10:58,,2024-03-07 01:10:58
django,2,Sboonny,,2024-10-18 15:10:58,,2024-11-06 00:10:58
django,3,jeonghyeon00,erichlof,2024-04-10 15:10:58,,2024-04-26 18:10:58
django,4,googs1025,mikesmiffy128;CorentinJ;apwilson,2024-05-07 15:10:58,,2024-05-30 16:10:58
django,5,StrikerRUS,,2024-07-03 15:10:58,,
opencv,1,webus,NouberNou;bilalafzal01,2024-03-03 15:10:58,,
opencv,2,kishore-s-15,erondpowell;htcrefactor,2024-03-25 15:10:58,,
opencv,3,ceoshikhar,,2023-11-20 15:10:58,2023-11-26 01:10:58,2023-11-26 01:10:58
opencv,4,cbracken,mturnshek,2023-11-11 15:10:58,2023-12-01 01:10:58,2023-12-01 01:10:58
opencv,5,allanf181,,2024-12-24 15:10:58,2025-01-17 06:10:58,2025-01-17 06:10:58
opencv,6,MedivhGO,philfreo;CleanCut,2024-07-14 15:10:58,2024-07-28 23:10:58,2024-07-28 23:10:58
opencv,7,shaneosullivan,runeksvendsen;jshrake;valgussev,2023-11-06 15:10:58,2023-12-05 07:10:58,2023-12-05 07:10:58
opencv,8,ers35,maoziliang;fhopf,2025-04-23 15:10:58,2025-04-27 18:10:58,2025-04-27 18:10:58
opencv,9,apaprocki,,2024-02-14 15:10:58,,
opencv,10,monoblaine,staeff;stancld;likejazz,2025-06-07 15:10:58,,
opencv,11,ajhyndman,,2024-07-26 15:10:58,2024-08-06 22:10:58,2024-08-06 22:10:58
opencv,12,SangramChavan,hazzari,2024-04-11 15:10:58,2024-05-10 17:10:58,2024-05-10 17:10:58
