repo_name,repo_url,login,profile_url,location,country
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,rouzbeh84,https://github.com/rouzbeh84,"Los Angeles, CA.",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,vasanthk,https://github.com/vasanthk,San Francisco,United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,andersontr15,https://github.com/andersontr15,"Washington, D.C.",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,danielstjules,https://github.com/danielstjules,San Francisco,United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,jordalgo,https://github.com/jordalgo,"Kinderhook, NY",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,justin0022,https://github.com/justin0022,"Squamish, BC",Canada
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,iamken1204,https://github.com/iamken1204,"Taipei, Taiwan",Taiwan
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,rudotriton,https://github.com/rudotriton,"Tallinn, Estonia",Estonia
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,mariotacke,https://github.com/mariotacke,"Las Vegas, NV",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,ristomcintosh,https://github.com/ristomcintosh,New York,United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,maksugr,https://github.com/maksugr,Munich,Germany
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,SebastienElet,https://github.com/SebastienElet,"Amiens, France",France
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,stewx,https://github.com/stewx,"Halifax, Nova Scotia",Canada
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,raerpo,https://github.com/raerpo,Bogotá Colombia,Colombia
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,chiarafsc,https://github.com/chiarafsc,Malta,Malta
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,acidio,https://github.com/acidio,"Berlin, Germany",Germany
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,andrejewski,https://github.com/andrejewski,San Francisco,United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,connec,https://github.com/connec,"Edinburgh, Scotland",United Kingdom
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,darahak,https://github.com/darahak,"Paris, France",France
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,felipe-augusto,https://github.com/felipe-augusto,"São Caetano do Sul, Brazil",Brazil
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,fknipp,https://github.com/fknipp,"Oslip, Austria",Austria
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,hennelh,https://github.com/hennelh,"Cape Town, South Africa",South Africa
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,GrzegorzZajac000,https://github.com/GrzegorzZajac000,"Gliwice, Poland",Poland
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Tarabass,https://github.com/Tarabass,"Elburg, The Netherlands",Netherlands
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,iheanyi,https://github.com/iheanyi,"Houston, TX",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,jdsandifer,https://github.com/jdsandifer,"Aloha, OR",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,trylovetom,https://github.com/trylovetom,Taiwan,Taiwan
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,ngdo-pro,https://github.com/ngdo-pro,Brittany,France
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,oprogramador,https://github.com/oprogramador,Bytom,Poland
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,rohmanhm,https://github.com/rohmanhm,"East Jakarta, Indonesia",Indonesia
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,mitsuruog,https://github.com/mitsuruog,Japan Tokyo,日本
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,MarkWaldron,https://github.com/MarkWaldron,New York,United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,feimosi,https://github.com/feimosi,Poland,Poland
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Gregoirevda,https://github.com/Gregoirevda,belgium,Belgium
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,checkaayush,https://github.com/checkaayush,Jaipur,India
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,ychek,https://github.com/ychek,"Israel, Tel Aviv",Israel
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,krzysztof-grzybek,https://github.com/krzysztof-grzybek,Poland,Poland
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,othree,https://github.com/othree,"Taipei, Taiwan",Taiwan
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,tylim88,https://github.com/tylim88,Malaysia,Malaysia
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,timjacobi,https://github.com/timjacobi,"New York, NY",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,bali182,https://github.com/bali182,Budapest,Argentina
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,agilatakishiyev,https://github.com/agilatakishiyev,"Azerbaijan, Baku",Azerbaijan
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,andirkh,https://github.com/andirkh,Surabaya,Indonesia
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,gabriel-augustus,https://github.com/gabriel-augustus,"Berlin, Germany",Germany
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Asheboy,https://github.com/Asheboy,"Dunstable, UK.",United Kingdom
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,sbimochan,https://github.com/sbimochan,Nepal,Nepal
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Endlessline,https://github.com/Endlessline,"Seattle, WA",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,mitogh,https://github.com/mitogh,"Oaxaca, México.",Mexico
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,scraggo,https://github.com/scraggo,"Chicago, IL",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,posva,https://github.com/posva,Paris ,France
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,elliothimmelfarb,https://github.com/elliothimmelfarb,"Vancouver, WA",United States
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,esganzerla,https://github.com/esganzerla,"Amsterdam, NL",Netherlands
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,geekf,https://github.com/geekf,Bangalore,India
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,gavbarosee,https://github.com/gavbarosee,"London, UK",United Kingdom
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,Haroenv,https://github.com/Haroenv,"Paris, France",France
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,ianstormtaylor,https://github.com/ianstormtaylor,"San Francisco, CA",Canada
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,jamestharpe,https://github.com/jamestharpe,"Roswelll, GA",Gabon
clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,LayZeeDK,https://github.com/LayZeeDK,"Holstebro, Denmark",Denmark
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,mr-mig,https://github.com/mr-mig,"Berlin, Germany",Germany
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,YellowFoxH4XOR,https://github.com/YellowFoxH4XOR,INDIA,India
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,espozbob,https://github.com/espozbob,"Seoul, S. Korea",India
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,siriniok,https://github.com/siriniok,"Ukraine, Kharkiv",Ukraine
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,Guilhermeslucas,https://github.com/Guilhermeslucas,Brazil,Brazil
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,aalhour,https://github.com/aalhour,"Munich, Germany",Germany
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,M3nin0,https://github.com/M3nin0,Brazil,Brazil
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,rukku,https://github.com/rukku,"Quezon City, Philippines",Philippines
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,YurokBo,https://github.com/YurokBo,Moscow,Россия
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,Mohamed3on,https://github.com/Mohamed3on,"Berlin, Germany.",Germany
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,jackieoft,https://github.com/jackieoft,Tokyo,日本
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,kamranahmedse,https://github.com/kamranahmedse,United Kingdom,United Kingdom
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,onlurking,https://github.com/onlurking,São Paulo,Brazil
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,kamboj652,https://github.com/kamboj652,Madrid,Spain
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,jsn-t,https://github.com/jsn-t,Dublin,Éire / ireland
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,bmbferreira,https://github.com/bmbferreira,"Lisbon, Portugal",Portugal
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,robertlyall,https://github.com/robertlyall,"Bournemouth, Dorset",United Kingdom
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,pbitkowski,https://github.com/pbitkowski,Warsaw,Poland
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,princemaple,https://github.com/princemaple,"Melbourne, Australia",Australia
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,notsu,https://github.com/notsu,"Bangkok, Thailand",Thailand
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,pg,https://github.com/pg,"Seattle, WA",United States
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,mellowdevs,https://github.com/mellowdevs,"Würzburg, Bavaria, DE",Germany
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,MatiasVerdier,https://github.com/MatiasVerdier,"Montevideo, Uruguay",Uruguay
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,mariusc,https://github.com/mariusc,Copenhagen,Denmark
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,MananJethwani,https://github.com/MananJethwani,Indore,India
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,seifsg,https://github.com/seifsg,Tunisia,Tunisia
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,shaileshpandey11,https://github.com/shaileshpandey11,Mumbai,India
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,ybrenning,https://github.com/ybrenning,Paris,France
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,haggen,https://github.com/haggen,"São Paulo, Brazil",Brazil
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,bhardin,https://github.com/bhardin,"Santa Clara, CA",Canada
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,alcere,https://github.com/alcere,"Madrid, Spain",Spain
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,Obarros,https://github.com/Obarros,London,United Kingdom
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,Bottelet,https://github.com/Bottelet,Denmark - Copenhagen,Denmark
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,damienleroux,https://github.com/damienleroux,Paris,France
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,glensc,https://github.com/glensc,C-137,France
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,EvgeneOskin,https://github.com/EvgeneOskin,"Omsk, Russia",Russia
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,habi,https://github.com/habi,"Bern, Switzerland",Switzerland
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,eshrh,https://github.com/eshrh,Tokyo,日本
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,Xyroid,https://github.com/Xyroid,"Ahmedabad, India",India
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,Goutham-AR,https://github.com/Goutham-AR,India,India
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,thefab,https://github.com/thefab,"Toulouse, France",France
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,fatfer,https://github.com/fatfer,Madrid,Spain
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,ivmirx,https://github.com/ivmirx,"Valdivia, Chile",Chile
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,heskyji,https://github.com/heskyji,Sydney NSW,Australia
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,luankevinferreira,https://github.com/luankevinferreira,Brazil,Brazil
every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,joshearl,https://github.com/joshearl,Western Pennsylvania,United States
neovim,https://github.com/neovim/neovim,justinmk,https://github.com/justinmk,Berlin,Germany
neovim,https://github.com/neovim/neovim,bfredl,https://github.com/bfredl,"Lund, Sweden",Sweden
neovim,https://github.com/neovim/neovim,jamessan,https://github.com/jamessan,"Holliston, MA",Morocco
neovim,https://github.com/neovim/neovim,clason,https://github.com/clason,"Graz, Austria",Austria
neovim,https://github.com/neovim/neovim,tarruda,https://github.com/tarruda,Recife/Brasil,Brazil
neovim,https://github.com/neovim/neovim,blueyed,https://github.com/blueyed,"Berlin, Germany",Germany
neovim,https://github.com/neovim/neovim,lewis6991,https://github.com/lewis6991,United Kingdom,United Kingdom
neovim,https://github.com/neovim/neovim,elmart,https://github.com/elmart,Madrid,Spain
neovim,https://github.com/neovim/neovim,mhinz,https://github.com/mhinz,"Europe, Potsdam",Germany
neovim,https://github.com/neovim/neovim,erw7,https://github.com/erw7,Japan,Japan
neovim,https://github.com/neovim/neovim,seandewar,https://github.com/seandewar,United Kingdom,United Kingdom
neovim,https://github.com/neovim/neovim,fwalch,https://github.com/fwalch,"Munich, Germany",Germany
neovim,https://github.com/neovim/neovim,mfussenegger,https://github.com/mfussenegger,Austria,Austria
neovim,https://github.com/neovim/neovim,vigoux,https://github.com/vigoux,"Grenoble, France",France
neovim,https://github.com/neovim/neovim,jszakmeister,https://github.com/jszakmeister,"Baltimore, MD","Moldova, Republic of"
neovim,https://github.com/neovim/neovim,MariaSolOs,https://github.com/MariaSolOs,"Seattle, WA",United States
neovim,https://github.com/neovim/neovim,jbradaric,https://github.com/jbradaric,"Zagreb, Croatia",Croatia
neovim,https://github.com/neovim/neovim,Shougo,https://github.com/Shougo,Japan,Japan
neovim,https://github.com/neovim/neovim,felipecrv,https://github.com/felipecrv,"Sergipe, Brazil",Brazil
neovim,https://github.com/neovim/neovim,watiko,https://github.com/watiko,Japan,Japan
neovim,https://github.com/neovim/neovim,brcolow,https://github.com/brcolow,United States,United States
neovim,https://github.com/neovim/neovim,echasnovski,https://github.com/echasnovski,"Kharkiv, Ukraine",Ukraine
neovim,https://github.com/neovim/neovim,famiu,https://github.com/famiu,Bangladesh,Bangladesh
neovim,https://github.com/neovim/neovim,fmoralesc,https://github.com/fmoralesc,"Leuven, Belgium",Belgium
neovim,https://github.com/neovim/neovim,aktau,https://github.com/aktau,"Antwerp, Belgium",Belgium
neovim,https://github.com/neovim/neovim,Hinidu,https://github.com/Hinidu,"Kaliningrad, Russia",Russia
neovim,https://github.com/neovim/neovim,lslah,https://github.com/lslah,Göttingen/Germany,Germany
neovim,https://github.com/neovim/neovim,wookayin,https://github.com/wookayin,"New York, NY",United States
neovim,https://github.com/neovim/neovim,h-michael,https://github.com/h-michael,"Tokyo, Japan",Japan
neovim,https://github.com/neovim/neovim,rainerborene,https://github.com/rainerborene,Brazil,Brazil
neovim,https://github.com/neovim/neovim,folke,https://github.com/folke,"Ghent, Belgium",Belgium
neovim,https://github.com/neovim/neovim,rjw57,https://github.com/rjw57,"Cambridge, UK",United Kingdom
neovim,https://github.com/neovim/neovim,phanen,https://github.com/phanen,Japan,Japan
neovim,https://github.com/neovim/neovim,atwupack,https://github.com/atwupack,"Braunschweig, Germany",Germany
neovim,https://github.com/neovim/neovim,raichoo,https://github.com/raichoo,Bielefeld,Germany
neovim,https://github.com/neovim/neovim,tweekmonster,https://github.com/tweekmonster,"Louisville, KY",Cayman Islands
neovim,https://github.com/neovim/neovim,mahkoh,https://github.com/mahkoh,Bonn,Germany
neovim,https://github.com/neovim/neovim,aufarg,https://github.com/aufarg,Singapore,Singapore
neovim,https://github.com/neovim/neovim,romgrk,https://github.com/romgrk,"Montreal,QC",Canada
neovim,https://github.com/neovim/neovim,mbainter,https://github.com/mbainter,Missouri,United States
neovim,https://github.com/neovim/neovim,glacambre,https://github.com/glacambre,"Paris, France",France
neovim,https://github.com/neovim/neovim,yochem,https://github.com/yochem,"Amsterdam, NL",Netherlands
neovim,https://github.com/neovim/neovim,smjonas,https://github.com/smjonas,"Karlsruhe, Germany",Germany
neovim,https://github.com/neovim/neovim,SleepySwords,https://github.com/SleepySwords,Melbourne,Australia
neovim,https://github.com/neovim/neovim,metrix78,https://github.com/metrix78,"Amarillo, TX",United States
neovim,https://github.com/neovim/neovim,sakhnik,https://github.com/sakhnik,Ukraine,Ukraine
neovim,https://github.com/neovim/neovim,3N4N,https://github.com/3N4N,"Dhaka, Bangladesh",Bangladesh
neovim,https://github.com/neovim/neovim,e-kwsm,https://github.com/e-kwsm,Japan,Japan
neovim,https://github.com/neovim/neovim,abdelhakeem,https://github.com/abdelhakeem,"Alexandria, Egypt",Egypt
neovim,https://github.com/neovim/neovim,Billy4195,https://github.com/Billy4195,"Taiwan, HsinChu",Taiwan
neovim,https://github.com/neovim/neovim,amaanq,https://github.com/amaanq,"New York, NY",United States
neovim,https://github.com/neovim/neovim,alexgenco,https://github.com/alexgenco,San Francisco,United States
neovim,https://github.com/neovim/neovim,tom-anders,https://github.com/tom-anders,Germany,Germany
neovim,https://github.com/neovim/neovim,fornwall,https://github.com/fornwall,"Stockholm, Sweden",Sweden
neovim,https://github.com/neovim/neovim,ckipp01,https://github.com/ckipp01,NL,Netherlands
neovim,https://github.com/neovim/neovim,ObserverOfTime,https://github.com/ObserverOfTime,"Athens, Greece",Greece
neovim,https://github.com/neovim/neovim,shanesmith,https://github.com/shanesmith,"Ottawa, ON",Canada
neovim,https://github.com/neovim/neovim,andymass,https://github.com/andymass,"New York, New York",United States
neovim,https://github.com/neovim/neovim,mcepl,https://github.com/mcepl,"Prague, Czech republic",Czechia
neovim,https://github.com/neovim/neovim,BK1603,https://github.com/BK1603,India,India
neovim,https://github.com/neovim/neovim,tris203,https://github.com/tris203,Guernsey,Guernsey
neovim,https://github.com/neovim/neovim,phodge,https://github.com/phodge,Australia,Australia
neovim,https://github.com/neovim/neovim,qrasmont,https://github.com/qrasmont,Belgium,Belgium
neovim,https://github.com/neovim/neovim,jmehne,https://github.com/jmehne,Germany,Germany
neovim,https://github.com/neovim/neovim,vedantmgoyal9,https://github.com/vedantmgoyal9,India,India
neovim,https://github.com/neovim/neovim,willothy,https://github.com/willothy,"San Francisco, CA",Canada
neovim,https://github.com/neovim/neovim,dm1try,https://github.com/dm1try,"Poland, Kraków",Poland
neovim,https://github.com/neovim/neovim,Jun-T,https://github.com/Jun-T,Japan,Japan
neovim,https://github.com/neovim/neovim,mike325,https://github.com/mike325,"Eindhoven, Netherlands",Netherlands
neovim,https://github.com/neovim/neovim,dbarnett,https://github.com/dbarnett,"Guadalajara, JA, MX",Mexico
neovim,https://github.com/neovim/neovim,nelstrom,https://github.com/nelstrom,"London, UK",United Kingdom
neovim,https://github.com/neovim/neovim,jfly,https://github.com/jfly,San Francisco,United States
neovim,https://github.com/neovim/neovim,jacquesg,https://github.com/jacquesg,"London, United Kingdom",United Kingdom
neovim,https://github.com/neovim/neovim,KarboniteKream,https://github.com/KarboniteKream,"Fukuoka, Japan",Japan
neovim,https://github.com/neovim/neovim,steelsojka,https://github.com/steelsojka,"Omaha, NE",Niger
neovim,https://github.com/neovim/neovim,deathbeam,https://github.com/deathbeam,Slovakia,Slovakia
neovim,https://github.com/neovim/neovim,ivechan,https://github.com/ivechan,ShenZhen,China
neovim,https://github.com/neovim/neovim,rockerBOO,https://github.com/rockerBOO,In the Valley,India
neovim,https://github.com/neovim/neovim,carlocab,https://github.com/carlocab,"Manila, Philippines",Philippines
neovim,https://github.com/neovim/neovim,mliszcz,https://github.com/mliszcz,Krakow,Poland
neovim,https://github.com/neovim/neovim,kabouzeid,https://github.com/kabouzeid,"Aachen, Germany",Germany
neovim,https://github.com/neovim/neovim,osa1,https://github.com/osa1,London,United Kingdom
neovim,https://github.com/neovim/neovim,rhysd,https://github.com/rhysd,"Tokyo, Japan",Japan
neovim,https://github.com/neovim/neovim,gregorias,https://github.com/gregorias,Zürich,Switzerland
neovim,https://github.com/neovim/neovim,vimpostor,https://github.com/vimpostor,Germany,Germany
neovim,https://github.com/neovim/neovim,watk,https://github.com/watk,Melbourne,Australia
neovim,https://github.com/neovim/neovim,G-flat,https://github.com/G-flat,Hong Kong,Hong Kong
neovim,https://github.com/neovim/neovim,epmatsw,https://github.com/epmatsw,"Denver, CO",Colombia
neovim,https://github.com/neovim/neovim,Yamakaky,https://github.com/Yamakaky,France,France
neovim,https://github.com/neovim/neovim,hlpr98,https://github.com/hlpr98,India,India
neovim,https://github.com/neovim/neovim,lucario387,https://github.com/lucario387,"Tokyo, Japan",Japan
neovim,https://github.com/neovim/neovim,vhakulinen,https://github.com/vhakulinen,Finland,Finland
neovim,https://github.com/neovim/neovim,ColinKennedy,https://github.com/ColinKennedy,"Los Angeles, California",United States
neovim,https://github.com/neovim/neovim,ndreas,https://github.com/ndreas,"Gothenburg, Sweden",Sweden
neovim,https://github.com/neovim/neovim,pekdon,https://github.com/pekdon,Sweden,Sweden
neovim,https://github.com/neovim/neovim,dlukes,https://github.com/dlukes,Prague,Spain
neovim,https://github.com/neovim/neovim,MunifTanjim,https://github.com/MunifTanjim,"Dhaka, Bangladesh",Bangladesh
neovim,https://github.com/neovim/neovim,grebe,https://github.com/grebe,San Francisco Bay Area,United States
neovim,https://github.com/neovim/neovim,DarkDeepBlue,https://github.com/DarkDeepBlue,Germany,Germany
neovim,https://github.com/neovim/neovim,nicdumz,https://github.com/nicdumz,"Zurich, Switzerland",Switzerland
neovim,https://github.com/neovim/neovim,FriedSock,https://github.com/FriedSock,United Kingdom,United Kingdom
neovim,https://github.com/neovim/neovim,nimitbhardwaj,https://github.com/nimitbhardwaj,"Hyderabad, India",India
neovim,https://github.com/neovim/neovim,pwntester,https://github.com/pwntester,"Madrid, Spain",Spain
neovim,https://github.com/neovim/neovim,munyari,https://github.com/munyari,New York/Harare,United States
neovim,https://github.com/neovim/neovim,rish987,https://github.com/rish987,Paris,France
neovim,https://github.com/neovim/neovim,Rodrigodd,https://github.com/Rodrigodd,Brazil,Brazil
neovim,https://github.com/neovim/neovim,sathya-pramodh,https://github.com/sathya-pramodh,India,India
neovim,https://github.com/neovim/neovim,MeanderingProgrammer,https://github.com/MeanderingProgrammer,Seattle,United States
neovim,https://github.com/neovim/neovim,steveno,https://github.com/steveno,"Pittsburgh, PA",Panama
neovim,https://github.com/neovim/neovim,tbung,https://github.com/tbung,"Berlin, Germany",Germany
neovim,https://github.com/neovim/neovim,skippi,https://github.com/skippi,"Houston, Texas",United States
neovim,https://github.com/neovim/neovim,timeyyy,https://github.com/timeyyy,Germany,Germany
neovim,https://github.com/neovim/neovim,LunarLambda,https://github.com/LunarLambda,Germany,Germany
neovim,https://github.com/neovim/neovim,catlee,https://github.com/catlee,Toronto,Canada
neovim,https://github.com/neovim/neovim,euclio,https://github.com/euclio,"Braintree, MA",Morocco
neovim,https://github.com/neovim/neovim,tesaguri,https://github.com/tesaguri,Japan,Japan
neovim,https://github.com/neovim/neovim,dylanarmstrong,https://github.com/dylanarmstrong,Paris,France
neovim,https://github.com/neovim/neovim,Sh3Rm4n,https://github.com/Sh3Rm4n,"Hamburg, Germany",Germany
neovim,https://github.com/neovim/neovim,The-Briel-Deal,https://github.com/The-Briel-Deal,"New York, New York",United States
neovim,https://github.com/neovim/neovim,guilhas07,https://github.com/guilhas07,"Lisbon, Portugal",Portugal
neovim,https://github.com/neovim/neovim,eraserhd,https://github.com/eraserhd,"Cleveland, OH USA",United States
neovim,https://github.com/neovim/neovim,kchibisov,https://github.com/kchibisov,"Tokyo, Japan",Japan
neovim,https://github.com/neovim/neovim,phanimahesh,https://github.com/phanimahesh,"Hyderabad, India",India
neovim,https://github.com/neovim/neovim,mqudsi,https://github.com/mqudsi,"Chicago, IL",United States
neovim,https://github.com/neovim/neovim,saccarosium,https://github.com/saccarosium,Italy,Italy
neovim,https://github.com/neovim/neovim,nwneisen,https://github.com/nwneisen,"Spearfish, South Dakota",United States
neovim,https://github.com/neovim/neovim,uga-rosa,https://github.com/uga-rosa,"Tokyo, Japan",Japan
neovim,https://github.com/neovim/neovim,SanchayanMaity,https://github.com/SanchayanMaity,"Bangalore, India",India
neovim,https://github.com/neovim/neovim,telemachus,https://github.com/telemachus,New York City,United States
neovim,https://github.com/neovim/neovim,leun4m,https://github.com/leun4m,Germany,Germany
neovim,https://github.com/neovim/neovim,arcuru,https://github.com/arcuru,"Seattle, WA",United States
neovim,https://github.com/neovim/neovim,mehalter,https://github.com/mehalter,"Englewood, NJ",United States
neovim,https://github.com/neovim/neovim,NOLFXceptMe,https://github.com/NOLFXceptMe,Seattle,United States
neovim,https://github.com/neovim/neovim,lsvmello,https://github.com/lsvmello,"São Paulo, Brasil",Brazil
neovim,https://github.com/neovim/neovim,hrsh7th,https://github.com/hrsh7th,"Fukuoka, Japan",Japan
neovim,https://github.com/neovim/neovim,yorickpeterse,https://github.com/yorickpeterse,The Netherlands,Netherlands
neovim,https://github.com/neovim/neovim,urandom,https://github.com/urandom,"Zürich, Switzerland",Switzerland
neovim,https://github.com/neovim/neovim,in42,https://github.com/in42,"Kolkata, India",India
neovim,https://github.com/neovim/neovim,lambdalisue,https://github.com/lambdalisue,"Tokyo, Japan",Japan
neovim,https://github.com/neovim/neovim,TheLeoP,https://github.com/TheLeoP,"Cuenca, Ecuador",Ecuador
neovim,https://github.com/neovim/neovim,billyvg,https://github.com/billyvg,"San Francisco, CA",Canada
neovim,https://github.com/neovim/neovim,chrisosaurus,https://github.com/chrisosaurus,"Sydney, Australia",Australia
neovim,https://github.com/neovim/neovim,davidzchen,https://github.com/davidzchen,"San Francisco, CA, USA",United States
neovim,https://github.com/neovim/neovim,cweagans,https://github.com/cweagans,"Boise, ID",Indonesia
neovim,https://github.com/neovim/neovim,dmitmel,https://github.com/dmitmel,Ukraine,Ukraine
neovim,https://github.com/neovim/neovim,vext01,https://github.com/vext01,UK,United Kingdom
neovim,https://github.com/neovim/neovim,choco,https://github.com/choco,"Zurich, Switzerland",Switzerland
neovim,https://github.com/neovim/neovim,glindstedt,https://github.com/glindstedt,Stockholm,Sweden
neovim,https://github.com/neovim/neovim,jck,https://github.com/jck,"London, UK",United Kingdom
neovim,https://github.com/neovim/neovim,simonweil,https://github.com/simonweil,Tel Aviv,ישראל
neovim,https://github.com/neovim/neovim,tpope,https://github.com/tpope,"Brooklyn, NY",United States
neovim,https://github.com/neovim/neovim,mtayler,https://github.com/mtayler,"Vancouver, BC",Canada
neovim,https://github.com/neovim/neovim,utkarsh009,https://github.com/utkarsh009,"Ranchi, India",India
neovim,https://github.com/neovim/neovim,williamboman,https://github.com/williamboman,"Stockholm, Sweden",Sweden
