repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,stars_own_repos,contribution_period,activity_frequency,pr_requested_as_reviewer_rate
material-ui,https://github.com/mui/material-ui,MonstraG,https://github.com/MonstraG,"Bergen, Norway",Norway,7,2,28.57,9.47,9,3,5651,42,0.21,38.45
material-ui,https://github.com/mui/material-ui,alexhayes,https://github.com/alexhayes,Australia,Australia,126,68,53.97,1.93,181,11,273,16,11.31,43.12
material-ui,https://github.com/mui/material-ui,ahtcx,https://github.com/ahtcx,London,United Kingdom,26,9,34.62,13.64,42,10,8447,9,4.67,25.15
material-ui,https://github.com/mui/material-ui,apedroferreira,https://github.com/apedroferreira,"Porto, Portugal",Portugal,130,85,65.38,2.29,238,28,9133,32,7.44,4.93
material-ui,https://github.com/mui/material-ui,r3dm1ke,https://github.com/r3dm1ke,Toronto,Canada,16,2,12.5,10.47,3,21,6353,19,0.16,41.94
material-ui,https://github.com/mui/material-ui,nicoffee,https://github.com/nicoffee,"Russian Federation, Moscow",Russia,109,44,40.37,5.72,176,20,5196,40,4.4,24.53
material-ui,https://github.com/mui/material-ui,Skaronator,https://github.com/Skaronator,Germany,Germany,140,81,57.86,11.43,390,6,3500,50,7.8,2.45
material-ui,https://github.com/mui/material-ui,Michael-Hutchinson,https://github.com/Michael-Hutchinson,"Manchester, United Kingdom",United Kingdom,13,10,76.92,6.51,14,7,6375,18,0.78,1.48
material-ui,https://github.com/mui/material-ui,msiadak,https://github.com/msiadak,"Denver, CO, USA",United States,71,42,59.15,4.92,187,3,9583,49,3.82,36.95
material-ui,https://github.com/mui/material-ui,lcswillems,https://github.com/lcswillems,"Paris, France",France,79,4,5.06,2.56,12,30,8694,13,0.92,26.3
material-ui,https://github.com/mui/material-ui,DrPuneetGaur,https://github.com/DrPuneetGaur,Delhi,India,83,52,62.65,6.71,164,50,334,57,2.88,22.22
material-ui,https://github.com/mui/material-ui,mkucharz,https://github.com/mkucharz,Bialystok,Poland,111,25,22.52,5.77,74,2,2430,48,1.54,30.08
material-ui,https://github.com/mui/material-ui,johnnynia,https://github.com/johnnynia,"Zurich, Switzerland",Switzerland,19,3,15.79,1.33,5,22,6164,47,0.11,1.45
material-ui,https://github.com/mui/material-ui,jasondashwang,https://github.com/jasondashwang,United States,United States,29,10,34.48,13.82,31,15,2886,55,0.56,0.03
material-ui,https://github.com/mui/material-ui,rajzik,https://github.com/rajzik,Brno,Spain,110,14,12.73,11.95,58,4,8367,1,58.0,42.67
material-ui,https://github.com/mui/material-ui,jaebradley,https://github.com/jaebradley,Boston,United States,30,17,56.67,1.58,68,29,6981,8,8.5,35.55
material-ui,https://github.com/mui/material-ui,codeheroics,https://github.com/codeheroics,Paris,France,42,5,11.9,3.76,9,6,2078,26,0.35,8.43
material-ui,https://github.com/mui/material-ui,harry-whorlow,https://github.com/harry-whorlow,Germany,Germany,87,32,36.78,5.26,147,31,3076,53,2.77,28.3
material-ui,https://github.com/mui/material-ui,itayyehezkel,https://github.com/itayyehezkel,Israel,Israel,31,7,22.58,4.91,33,23,9498,32,1.03,5.38
material-ui,https://github.com/mui/material-ui,igordanchenko,https://github.com/igordanchenko,"Saratoga, CA",Canada,57,16,28.07,0.63,29,27,2239,33,0.88,29.91
material-ui,https://github.com/mui/material-ui,JulienUsson,https://github.com/JulienUsson,"Clermont-Ferrand, France",France,85,62,72.94,7.13,65,27,8393,7,9.29,23.28
material-ui,https://github.com/mui/material-ui,mctep,https://github.com/mctep,"Belgrade, Serbia",Serbia,5,1,20.0,13.86,5,49,6762,48,0.1,7.6
material-ui,https://github.com/mui/material-ui,good-jinu,https://github.com/good-jinu,"Seoul, South Korea","Korea, Republic of",21,6,28.57,0.68,9,24,5514,29,0.31,35.99
material-ui,https://github.com/mui/material-ui,kristenmills,https://github.com/kristenmills,"Seattle, WA",United States,14,9,64.29,1.31,19,50,9041,10,1.9,39.54
material-ui,https://github.com/mui/material-ui,kushagra010,https://github.com/kushagra010,"New Delhi, INDIA",India,66,32,48.48,3.14,148,4,6822,4,37.0,46.3
material-ui,https://github.com/mui/material-ui,ayuhito,https://github.com/ayuhito,"Tokyo, Japan",Japan,114,51,44.74,3.19,237,44,5450,41,5.78,24.45
material-ui,https://github.com/mui/material-ui,RichardLindhout,https://github.com/RichardLindhout,Netherlands,Netherlands,8,6,75.0,3.62,11,25,5216,46,0.24,0.04
material-ui,https://github.com/mui/material-ui,JoshuaLicense,https://github.com/JoshuaLicense,"Manchester, UK",United Kingdom,137,58,42.34,4.03,273,8,9019,45,6.07,3.01
material-ui,https://github.com/mui/material-ui,StoneCypher,https://github.com/StoneCypher,"San Francisco, CA",Canada,132,51,38.64,4.12,106,41,9707,20,5.3,48.87
material-ui,https://github.com/mui/material-ui,jens-ox,https://github.com/jens-ox,Karlsruhe,Germany,86,26,30.23,11.23,100,34,7744,57,1.75,2.06
material-ui,https://github.com/mui/material-ui,jarib,https://github.com/jarib,"Oslo, Norway",Norway,149,63,42.28,5.14,196,29,6343,3,65.33,18.27
material-ui,https://github.com/mui/material-ui,jesrodri,https://github.com/jesrodri,São Paulo,Brazil,48,34,70.83,4.55,66,43,8684,53,1.25,49.41
material-ui,https://github.com/mui/material-ui,jeferson-sb,https://github.com/jeferson-sb,"São Paulo,  SP",Brazil,64,19,29.69,3.34,32,26,1157,18,1.78,16.3
material-ui,https://github.com/mui/material-ui,Chopinsky,https://github.com/Chopinsky,"Ames, IA",United States,30,20,66.67,5.99,28,37,5304,19,1.47,2.72
material-ui,https://github.com/mui/material-ui,rrpff,https://github.com/rrpff,"London, England",United Kingdom,1,0,0.0,9.02,0,30,9119,42,0.0,21.25
material-ui,https://github.com/mui/material-ui,gpbl,https://github.com/gpbl,Perú,Peru,123,23,18.7,13.85,23,44,8528,45,0.51,6.98
material-ui,https://github.com/mui/material-ui,goto-bus-stop,https://github.com/goto-bus-stop,"Groningen, Netherlands",Netherlands,76,16,21.05,3.79,25,25,7713,23,1.09,41.91
material-ui,https://github.com/mui/material-ui,RobertPurcea,https://github.com/RobertPurcea,London,United Kingdom,57,41,71.93,5.33,47,23,5901,58,0.81,12.66
material-ui,https://github.com/mui/material-ui,qkdreyer,https://github.com/qkdreyer,"France, Montpellier",France,70,6,8.57,2.94,26,41,9916,45,0.58,12.82
material-ui,https://github.com/mui/material-ui,pachuka,https://github.com/pachuka,"Boston, MA",Morocco,54,21,38.89,2.5,91,34,9411,12,7.58,40.06
material-ui,https://github.com/mui/material-ui,petermikitsh,https://github.com/petermikitsh,Southern California,United States,50,1,2.0,6.37,5,41,6377,8,0.62,21.18
material-ui,https://github.com/mui/material-ui,nikhilem,https://github.com/nikhilem,"Bengaluru, India",India,29,21,72.41,12.5,73,19,8650,17,4.29,4.8
material-ui,https://github.com/mui/material-ui,fayzzzm,https://github.com/fayzzzm,"Spain, Madrid",Spain,59,30,50.85,5.99,146,27,9983,53,2.75,28.8
material-ui,https://github.com/mui/material-ui,radicand,https://github.com/radicand,Chicago,United States,12,4,33.33,11.53,13,31,6946,54,0.24,35.52
material-ui,https://github.com/mui/material-ui,iammminzzy,https://github.com/iammminzzy,"London, UK",United Kingdom,112,45,40.18,8.46,116,4,8857,53,2.19,14.31
material-ui,https://github.com/mui/material-ui,mikeriley131,https://github.com/mikeriley131,"Longmont, CO",Colombia,59,34,57.63,6.58,106,1,8805,22,4.82,35.3
material-ui,https://github.com/mui/material-ui,m2mathew,https://github.com/m2mathew,"Dallas, TX",United States,136,63,46.32,7.68,82,41,6364,2,41.0,38.36
material-ui,https://github.com/mui/material-ui,metalmatze,https://github.com/metalmatze,Berlin,Germany,21,14,66.67,11.26,54,2,9854,59,0.92,32.77
material-ui,https://github.com/mui/material-ui,lychyi,https://github.com/lychyi,"Bay Area, CA",Canada,123,29,23.58,1.0,95,2,4643,52,1.83,9.93
material-ui,https://github.com/mui/material-ui,luisrudge,https://github.com/luisrudge,Brazil,Brazil,63,28,44.44,10.09,90,19,5523,8,11.25,30.23
material-ui,https://github.com/mui/material-ui,Floriferous,https://github.com/Floriferous,"Geneva, Switzerland",Switzerland,58,20,34.48,4.72,30,13,6119,58,0.52,6.1
material-ui,https://github.com/mui/material-ui,ninjasort,https://github.com/ninjasort,CET,India,23,6,26.09,11.79,16,3,8584,37,0.43,33.57
material-ui,https://github.com/mui/material-ui,cahilfoley,https://github.com/cahilfoley,"Perth, Western Australia",Australia,13,10,76.92,1.92,47,21,8531,23,2.04,6.63
material-ui,https://github.com/mui/material-ui,WebDeg-Brian,https://github.com/WebDeg-Brian,"Northampton, UK",United Kingdom,73,14,19.18,12.52,43,6,2250,23,1.87,3.36
material-ui,https://github.com/mui/material-ui,avetisk,https://github.com/avetisk,"Paris, FRANCE",France,45,6,13.33,3.75,10,15,4514,5,2.0,33.97
material-ui,https://github.com/mui/material-ui,stasiukanya,https://github.com/stasiukanya,"Lviv, Ukraine",Ukraine,115,66,57.39,3.75,269,48,9031,46,5.85,47.59
material-ui,https://github.com/mui/material-ui,aefox,https://github.com/aefox,"Bucharest, Romania",Romania,82,29,35.37,8.53,30,50,6578,26,1.15,49.84
material-ui,https://github.com/mui/material-ui,AkselsLedins,https://github.com/AkselsLedins,Singapore,Singapore,111,18,16.22,6.85,52,0,3122,49,1.06,33.88
material-ui,https://github.com/mui/material-ui,alex-fournier,https://github.com/alex-fournier,"Toulouse, France",France,139,34,24.46,13.68,68,42,4892,19,3.58,10.4
material-ui,https://github.com/mui/material-ui,AlexanderLukin,https://github.com/AlexanderLukin,"Georgia, Tbilisi",Georgia,11,3,27.27,3.62,7,14,8869,42,0.17,24.78
material-ui,https://github.com/mui/material-ui,apanizo,https://github.com/apanizo,Ponferrada. Spain,Spain,134,102,76.12,4.86,492,1,7529,20,24.6,37.86
material-ui,https://github.com/mui/material-ui,fathyb,https://github.com/fathyb,France,France,20,8,40.0,10.67,15,46,2769,15,1.0,1.14
material-ui,https://github.com/mui/material-ui,razor-x,https://github.com/razor-x,"San Francisco, California, USA",United States,46,4,8.7,2.95,6,44,9332,51,0.12,34.99
material-ui,https://github.com/mui/material-ui,Dudrie,https://github.com/Dudrie,"Stuttgart, Germany",Germany,131,0,0.0,8.11,0,19,59,39,0.0,40.21
material-ui,https://github.com/mui/material-ui,Dripcoding,https://github.com/Dripcoding,Seattle Washington,United States,11,7,63.64,5.48,29,4,9679,52,0.56,27.75
material-ui,https://github.com/mui/material-ui,dmusicb,https://github.com/dmusicb,California,United States,23,14,60.87,1.05,53,37,7983,16,3.31,27.01
material-ui,https://github.com/mui/material-ui,luminaxster,https://github.com/luminaxster,"Fairfax, VA, USA",United States,143,28,19.58,1.15,76,45,5864,49,1.55,39.27
material-ui,https://github.com/mui/material-ui,divyanshutomar,https://github.com/divyanshutomar,"Stockholm, Sweden",Sweden,96,52,54.17,4.32,131,48,2342,53,2.47,14.07
material-ui,https://github.com/mui/material-ui,divyammadhok,https://github.com/divyammadhok,"New Delhi, India",India,92,15,16.3,4.92,54,34,30,25,2.16,25.08
material-ui,https://github.com/mui/material-ui,davidcalhoun,https://github.com/davidcalhoun,USA,United States,130,43,33.08,1.22,80,42,4415,59,1.36,29.43
material-ui,https://github.com/mui/material-ui,darkowic,https://github.com/darkowic,"Poland, Kraków",Poland,44,15,34.09,2.5,64,41,4034,29,2.21,31.58
material-ui,https://github.com/mui/material-ui,ccomb,https://github.com/ccomb,France,France,33,16,48.48,13.76,27,9,1921,53,0.51,5.52
material-ui,https://github.com/mui/material-ui,cmeeren,https://github.com/cmeeren,"Bergen, Norway",Norway,50,36,72.0,13.28,149,48,9545,33,4.52,28.44
material-ui,https://github.com/mui/material-ui,ChrisWiles,https://github.com/ChrisWiles,"Austin, TX",United States,141,64,45.39,3.81,314,21,9423,14,22.43,4.48
ant-design,https://github.com/ant-design/ant-design,MadCcc,https://github.com/MadCcc,Shanghai,China,115,61,53.04,2.04,179,24,187,1,179.0,39.43
ant-design,https://github.com/ant-design/ant-design,chenshuai2144,https://github.com/chenshuai2144,浙江杭州,中国,121,37,30.58,13.61,160,16,5169,36,4.44,11.87
ant-design,https://github.com/ant-design/ant-design,thinkasany,https://github.com/thinkasany,HangZhou,China,96,8,8.33,5.42,29,30,6813,48,0.6,11.57
ant-design,https://github.com/ant-design/ant-design,jljsj33,https://github.com/jljsj33,hangzhou,China,81,39,48.15,1.86,69,41,311,3,23.0,1.54
ant-design,https://github.com/ant-design/ant-design,orzyyyy,https://github.com/orzyyyy," Behind, U",Germany,87,69,79.31,12.74,171,4,6511,2,85.5,41.91
ant-design,https://github.com/ant-design/ant-design,Yuiai01,https://github.com/Yuiai01,Shanghai,China,113,85,75.22,2.71,419,18,8482,2,209.5,33.59
ant-design,https://github.com/ant-design/ant-design,warmhug,https://github.com/warmhug,HangZhou,China,25,9,36.0,0.99,14,0,5729,49,0.29,20.9
ant-design,https://github.com/ant-design/ant-design,dengfuping,https://github.com/dengfuping,Hangzhou,China,53,24,45.28,2.39,87,2,6245,29,3.0,27.51
ant-design,https://github.com/ant-design/ant-design,wanpan11,https://github.com/wanpan11,WU HAN,United States,28,10,35.71,8.65,45,1,1215,57,0.79,4.16
ant-design,https://github.com/ant-design/ant-design,megawac,https://github.com/megawac,"Waterloo, Ontario",Canada,112,63,56.25,9.95,276,7,6104,51,5.41,46.13
ant-design,https://github.com/ant-design/ant-design,ibigbug,https://github.com/ibigbug,Sydney,Australia,43,17,39.53,8.59,68,50,9361,47,1.45,27.9
ant-design,https://github.com/ant-design/ant-design,foryuki,https://github.com/foryuki,Shanghai,China,46,4,8.7,3.59,15,15,1498,24,0.62,47.57
ant-design,https://github.com/ant-design/ant-design,AshoneA,https://github.com/AshoneA,Shanghai,China,1,0,0.0,8.99,0,8,1214,48,0.0,41.48
ant-design,https://github.com/ant-design/ant-design,infeng,https://github.com/infeng,GuangZhou,China,27,4,14.81,7.01,13,20,3758,51,0.25,20.53
ant-design,https://github.com/ant-design/ant-design,BANG88,https://github.com/BANG88,GUANG ZHOU,中国,128,47,36.72,10.12,125,0,9466,37,3.38,42.45
ant-design,https://github.com/ant-design/ant-design,MrHeer,https://github.com/MrHeer,Chengdu,China,19,3,15.79,1.88,9,31,6969,55,0.16,29.48
ant-design,https://github.com/ant-design/ant-design,poyiding,https://github.com/poyiding,杭州,中国,138,83,60.14,13.69,252,10,3934,12,21.0,48.69
ant-design,https://github.com/ant-design/ant-design,ug-hero,https://github.com/ug-hero,上海,中国,104,36,34.62,10.74,103,48,6599,47,2.19,10.46
ant-design,https://github.com/ant-design/ant-design,yociduo,https://github.com/yociduo,"Hong Kou, Shanghai",China,107,36,33.64,1.7,123,39,787,4,30.75,40.57
ant-design,https://github.com/ant-design/ant-design,LongHaoo,https://github.com/LongHaoo,ShenZhen,China,116,77,66.38,5.31,118,12,279,23,5.13,37.45
ant-design,https://github.com/ant-design/ant-design,morenyang,https://github.com/morenyang,"Zhuhai, Guangdong",中国,59,45,76.27,3.1,197,35,2912,33,5.97,20.82
ant-design,https://github.com/ant-design/ant-design,elrrrrrrr,https://github.com/elrrrrrrr,Shanghai,China,125,86,68.8,7.04,87,35,845,59,1.47,1.88
ant-design,https://github.com/ant-design/ant-design,jrr997,https://github.com/jrr997,广州,中国,43,9,20.93,12.96,23,22,3169,23,1.0,6.31
ant-design,https://github.com/ant-design/ant-design,zpc7,https://github.com/zpc7,Chengdu,China,65,9,13.85,1.38,12,12,8562,41,0.29,16.83
ant-design,https://github.com/ant-design/ant-design,ioldfish,https://github.com/ioldfish,杭州,中国,137,4,2.92,11.51,19,32,5588,45,0.42,16.59
ant-design,https://github.com/ant-design/ant-design,lewis617,https://github.com/lewis617,Hangzhou,China,36,6,16.67,4.31,12,31,3414,34,0.35,7.85
ant-design,https://github.com/ant-design/ant-design,kristofdombi,https://github.com/kristofdombi,Switzerland,Switzerland,109,44,40.37,5.98,195,7,5606,35,5.57,3.75
ant-design,https://github.com/ant-design/ant-design,abenhamdine,https://github.com/abenhamdine,"Montpellier, France",France,126,88,69.84,10.03,146,36,1094,12,12.17,38.24
ant-design,https://github.com/ant-design/ant-design,Yangzhedi,https://github.com/Yangzhedi,Beijing,China,36,28,77.78,10.65,133,27,9669,31,4.29,47.8
ant-design,https://github.com/ant-design/ant-design,liqi07,https://github.com/liqi07, ChengDu,China,56,43,76.79,9.91,99,39,111,14,7.07,23.48
ant-design,https://github.com/ant-design/ant-design,zinkey,https://github.com/zinkey,ChengDu,China,55,37,67.27,6.45,133,43,2272,21,6.33,27.57
ant-design,https://github.com/ant-design/ant-design,rinick,https://github.com/rinick,Bay Area,United States,90,5,5.56,8.27,20,16,1729,58,0.34,2.77
ant-design,https://github.com/ant-design/ant-design,miracles1919,https://github.com/miracles1919,HangZhou,China,147,45,30.61,3.49,87,22,7759,56,1.55,27.2
ant-design,https://github.com/ant-design/ant-design,eugene-matvejev,https://github.com/eugene-matvejev,"London, United Kingdom",United Kingdom,33,13,39.39,1.6,55,43,3810,16,3.44,18.99
ant-design,https://github.com/ant-design/ant-design,plandem,https://github.com/plandem,Toronto,Canada,106,66,62.26,11.8,242,24,2027,43,5.63,21.89
ant-design,https://github.com/ant-design/ant-design,ystarlongzi,https://github.com/ystarlongzi,HangZhou,China,139,50,35.97,2.97,133,49,3914,44,3.02,48.77
ant-design,https://github.com/ant-design/ant-design,GrayChoi,https://github.com/GrayChoi,Tokyo.Japan,日本,107,62,57.94,13.71,216,10,9170,41,5.27,25.93
ant-design,https://github.com/ant-design/ant-design,mrgeorgegray,https://github.com/mrgeorgegray,"London, United Kingdom",United Kingdom,125,41,32.8,9.17,179,32,7486,23,7.78,1.29
ant-design,https://github.com/ant-design/ant-design,fa93hws,https://github.com/fa93hws,Sydney,Australia,119,7,5.88,10.38,13,25,7386,13,1.0,25.92
ant-design,https://github.com/ant-design/ant-design,guan404ming,https://github.com/guan404ming,"Taipei, Taiwan",Taiwan,150,79,52.67,10.16,332,34,3248,11,30.18,11.64
ant-design,https://github.com/ant-design/ant-design,valleykid,https://github.com/valleykid,Hangzhou,China,92,32,34.78,6.22,86,19,2428,7,12.29,0.07
ant-design,https://github.com/ant-design/ant-design,shenlin192,https://github.com/shenlin192,"Paris, France",France,70,0,0.0,4.56,0,49,3434,45,0.0,45.3
ant-design,https://github.com/ant-design/ant-design,ohhoney1,https://github.com/ohhoney1,hangzhou,China,44,22,50.0,6.24,78,10,4144,45,1.73,25.76
ant-design,https://github.com/ant-design/ant-design,binyellow,https://github.com/binyellow,ShenZhen,China,96,44,45.83,9.67,215,42,6090,4,53.75,4.27
ant-design,https://github.com/ant-design/ant-design,saeedrahimi,https://github.com/saeedrahimi,Germany,Germany,33,0,0.0,4.35,0,24,6246,25,0.0,38.15
ant-design,https://github.com/ant-design/ant-design,newraina,https://github.com/newraina,Japan,Japan,131,74,56.49,1.01,130,13,7678,26,5.0,12.64
ant-design,https://github.com/ant-design/ant-design,urakozz,https://github.com/urakozz,"Berlin, Germany",Germany,10,4,40.0,8.46,10,10,2882,28,0.36,0.68
ant-design,https://github.com/ant-design/ant-design,imhele,https://github.com/imhele,Singapore,Singapore,36,6,16.67,11.77,7,1,9950,6,1.17,45.72
ant-design,https://github.com/ant-design/ant-design,handycode,https://github.com/handycode,Beijing,China,48,35,72.92,13.13,70,25,6837,11,6.36,13.97
ant-design,https://github.com/ant-design/ant-design,JesperWe,https://github.com/JesperWe,"Stockholm, Sweden",Sweden,71,50,70.42,3.61,126,43,2542,24,5.25,5.53
ant-design,https://github.com/ant-design/ant-design,jrvboesch,https://github.com/jrvboesch,Honduras,Honduras,51,40,78.43,11.99,109,15,6554,1,109.0,8.35
ant-design,https://github.com/ant-design/ant-design,Unuuuuu,https://github.com/Unuuuuu,"Seoul, South Korea","Korea, Republic of",150,88,58.67,2.42,392,37,5926,9,43.56,42.62
ant-design,https://github.com/ant-design/ant-design,huangkairan,https://github.com/huangkairan,Hangzhou,China,98,50,51.02,7.11,200,8,2011,37,5.41,14.07
ant-design,https://github.com/ant-design/ant-design,lhx6538665,https://github.com/lhx6538665,中国 昆明,中国,29,5,17.24,8.84,22,0,8458,13,1.69,38.66
ant-design,https://github.com/ant-design/ant-design,zbw-zbw,https://github.com/zbw-zbw,广州,中国,79,9,11.39,0.87,15,50,4146,20,0.75,11.94
ant-design,https://github.com/ant-design/ant-design,chunsch,https://github.com/chunsch,Shenzhen,China,45,1,2.22,2.71,1,19,8050,46,0.02,39.86
ant-design,https://github.com/ant-design/ant-design,KAROTT7,https://github.com/KAROTT7,HangZhou,China,23,0,0.0,5.98,0,15,9196,56,0.0,36.75
ant-design,https://github.com/ant-design/ant-design,danedavid,https://github.com/danedavid,"Berlin, Germany",Germany,113,73,64.6,9.27,199,9,3134,30,6.63,11.81
ant-design,https://github.com/ant-design/ant-design,QdabuliuQ,https://github.com/QdabuliuQ,广东汕头,中国,46,5,10.87,13.96,21,19,8694,52,0.4,16.14
ant-design,https://github.com/ant-design/ant-design,ikobe-zz,https://github.com/ikobe-zz,Hangzhou,China,48,8,16.67,2.57,30,18,6003,32,0.94,34.83
ant-design,https://github.com/ant-design/ant-design,jch254,https://github.com/jch254,New Zealand,New Zealand,107,21,19.63,9.17,100,13,2721,47,2.13,34.41
ant-design,https://github.com/ant-design/ant-design,delesseps,https://github.com/delesseps,"Melbourne, Australia",Australia,97,26,26.8,7.7,86,11,1954,8,10.75,46.57
ant-design,https://github.com/ant-design/ant-design,lixiaoyang1992,https://github.com/lixiaoyang1992,Beijing,China,129,26,20.16,1.03,112,31,8753,16,7.0,25.07
ant-design,https://github.com/ant-design/ant-design,Frezc,https://github.com/Frezc,Hangzhou,China,75,53,70.67,11.64,163,18,6998,3,54.33,28.23
ant-design,https://github.com/ant-design/ant-design,Hazel-Lin,https://github.com/Hazel-Lin,Shenzhen,China,35,23,65.71,12.77,42,22,3550,33,1.27,19.74
ant-design,https://github.com/ant-design/ant-design,mrwd2009,https://github.com/mrwd2009,Singapore,Singapore,62,40,64.52,0.93,95,48,482,33,2.88,16.28
ant-design,https://github.com/ant-design/ant-design,kossel,https://github.com/kossel,"Dallas, USA",United States,100,61,61.0,13.74,69,10,7873,4,17.25,39.81
ant-design,https://github.com/ant-design/ant-design,chj-damon,https://github.com/chj-damon,Hangzhou,China,79,45,56.96,8.49,112,12,4391,25,4.48,34.0
ant-design,https://github.com/ant-design/ant-design,clean99,https://github.com/clean99,Singapore,Singapore,142,75,52.82,9.8,195,23,2957,21,9.29,34.78
ant-design,https://github.com/ant-design/ant-design,sbusch,https://github.com/sbusch,Germany,Germany,12,8,66.67,2.2,14,13,9837,8,1.75,42.97
ant-design,https://github.com/ant-design/ant-design,luo3house,https://github.com/luo3house,Nexus,United States,129,63,48.84,1.2,208,32,5331,3,69.33,49.34
ant-design,https://github.com/ant-design/ant-design,jin19980928,https://github.com/jin19980928,四川成都,中国,135,52,38.52,4.48,113,18,8753,4,28.25,49.24
ant-design,https://github.com/ant-design/ant-design,soda-x,https://github.com/soda-x,Tokyo,日本,61,48,78.69,9.37,70,1,1884,59,1.19,4.39
ant-design,https://github.com/ant-design/ant-design,Jiang-Xuan,https://github.com/Jiang-Xuan,Hangzhou Zhejiang,China,26,1,3.85,5.8,1,48,200,1,1.0,20.41
ant-design,https://github.com/ant-design/ant-design,gyh9457,https://github.com/gyh9457,Xiamen,中国,13,4,30.77,8.39,7,13,1243,21,0.33,32.18
ant-design,https://github.com/ant-design/ant-design,hansnow,https://github.com/hansnow,Beijing,China,93,38,40.86,13.25,100,20,7451,13,7.69,45.52
ant-design,https://github.com/ant-design/ant-design,Asanio06,https://github.com/Asanio06,France,France,19,8,42.11,9.44,18,11,5885,58,0.31,31.9
ant-design,https://github.com/ant-design/ant-design,nossbigg,https://github.com/nossbigg,Sydney,Australia,7,4,57.14,7.35,7,34,471,54,0.13,38.69
ant-design,https://github.com/ant-design/ant-design,edikurniawan-dev,https://github.com/edikurniawan-dev,"Jakarta, Indonesia",Indonesia,90,59,65.56,4.33,276,41,1474,24,11.5,39.02
ant-design,https://github.com/ant-design/ant-design,eduludi,https://github.com/eduludi,Germany,Germany,4,0,0.0,6.73,0,19,7947,26,0.0,16.86
ant-design,https://github.com/ant-design/ant-design,yucongroopher,https://github.com/yucongroopher,Jilin,中国,11,7,63.64,1.73,30,25,676,8,3.75,45.27
ant-design,https://github.com/ant-design/ant-design,ashmna,https://github.com/ashmna,"Yerevan, Armenia",Armenia,135,51,37.78,6.94,143,32,9325,45,3.18,34.19
ant-design,https://github.com/ant-design/ant-design,cw1997,https://github.com/cw1997,"No. 9, Shida Rd., Da'an Dist., Taipei City 106311, Taiwan",Taiwan,143,41,28.67,5.98,168,2,9178,26,6.46,49.96
ant-design,https://github.com/ant-design/ant-design,appleshell,https://github.com/appleshell,Japan,Japan,121,81,66.94,11.73,186,27,435,7,26.57,17.29
ant-design,https://github.com/ant-design/ant-design,Ali-ovo,https://github.com/Ali-ovo,上海,中国,31,12,38.71,4.45,54,10,1325,37,1.46,11.77
ant-design,https://github.com/ant-design/ant-design,zachguo,https://github.com/zachguo,"San Jose, CA",Canada,141,97,68.79,4.96,292,9,2996,20,14.6,28.02
ant-design,https://github.com/ant-design/ant-design,jyash97,https://github.com/jyash97,India,India,37,25,67.57,11.8,39,21,3731,46,0.85,14.47
ant-design,https://github.com/ant-design/ant-design,crudo,https://github.com/crudo,Praha,Spain,60,47,78.33,1.33,88,0,2318,36,2.44,39.24
ant-design,https://github.com/ant-design/ant-design,OysterD3,https://github.com/OysterD3,"Melaka, Malaysia",Malaysia,2,0,0.0,6.42,0,35,5677,37,0.0,47.31
ant-design,https://github.com/ant-design/ant-design,luketzh,https://github.com/luketzh,"West Lafayette, IN",India,33,26,78.79,8.99,87,46,2468,19,4.58,10.59
ant-design,https://github.com/ant-design/ant-design,Simon-He95,https://github.com/Simon-He95,Shanghai,China,39,0,0.0,10.22,0,7,4909,25,0.0,38.12
ant-design,https://github.com/ant-design/ant-design,phoenisx,https://github.com/phoenisx,"Mumbai, India",India,57,29,50.88,6.54,77,46,5064,37,2.08,37.41
ant-design,https://github.com/ant-design/ant-design,levkovich2806,https://github.com/levkovich2806,Poland,Poland,138,85,61.59,2.46,401,1,4711,28,14.32,30.98
ant-design,https://github.com/ant-design/ant-design,mgcrea,https://github.com/mgcrea,"Paris, France",France,146,94,64.38,13.02,455,48,701,30,15.17,13.24
ant-design,https://github.com/ant-design/ant-design,GeorgioWan,https://github.com/GeorgioWan,"Taipei, Taiwan",Taiwan,9,7,77.78,11.68,11,1,2454,36,0.31,31.58
ant-design,https://github.com/ant-design/ant-design,nikzanda,https://github.com/nikzanda,Italy,Italy,8,1,12.5,1.29,2,15,8306,52,0.04,49.25
ant-design,https://github.com/ant-design/ant-design,mellis481,https://github.com/mellis481,"Philadelphia, PA",Panama,105,61,58.1,7.04,170,10,522,47,3.62,20.21
ant-design,https://github.com/ant-design/ant-design,MichalPodeszwa,https://github.com/MichalPodeszwa,"Gliwice, Poland",Poland,144,56,38.89,1.28,255,2,2130,42,6.07,44.71
ant-design,https://github.com/ant-design/ant-design,lhyt,https://github.com/lhyt,shenzhen,China,63,21,33.33,2.57,22,48,8238,44,0.5,22.83
ant-design,https://github.com/ant-design/ant-design,Malven,https://github.com/Malven,Sweden,Sweden,136,55,40.44,12.83,272,12,9,43,6.33,28.51
ant-design,https://github.com/ant-design/ant-design,jinchaofs,https://github.com/jinchaofs,shanghai,China,17,2,11.76,7.03,7,14,3090,58,0.12,13.93
ant-design,https://github.com/ant-design/ant-design,edc-hui,https://github.com/edc-hui,上海,中国,51,28,54.9,6.06,122,1,1526,55,2.22,39.01
